channelid,last_30_views,subscriber_lifetime,views_lifetime,life_uploads,catid,category,View_range,upload_range,sub_range,last_30_eng
UCPNH75wRbz-cO-W8732981A,271698,1090329,226834691,29,23,Comedy,high,low,high,7
UCPQxbZIhJxatGBIB-hbsVwg,11858,79904,17896548,775,10,Music,high,low,medium,26
UCPR2VtANcI0NuOI7LVrFALw,24750,547864,290132065,1398,10,Music,high,medium,high,151
UCPRJBmJNfMAvKnlE2br1rww,-33,5323,573202,84,10,Music,low,low,medium,1
UCPSlUmPPKx1K5BJ1MuJKcRA,329,8777,12009387,148,22,People & Blogs,high,low,medium,3
UCPSv2CPdCxQFBpumYfFuMLg,23465,209063,15168783,350,22,People & Blogs,high,low,high,2
UCPU2kDheB9KWMr8odaUMnMA,469,1946,110994,61,28,Science & Technology,high,low,medium,1
UCPVAznBrxBTcKl4Vxn4xh8w,36,1971,169227,487,25,News & Politics,high,low,medium,9
UCPVh0f4Bgd9X_PGaX1gjqVw,10596,31203,229064,47,22,People & Blogs,low,low,medium,2
UCPVsEMSFNWgakVl3Tetkhhw,1206,7140,548530,185,22,People & Blogs,low,low,medium,2
UCPXRSJagjR1GwQQYk_Roq3A,658,5492,440773,10,24,Entertainment,low,low,medium,4
UCPYoQO4KeSVtwgJgOi0mNHw,434,11047,851925,268,22,People & Blogs,low,low,medium,6
UCPZ-ffraD8J86rAMkEQWOfA,54604,103226,21104618,622,24,Entertainment,high,low,high,8
UCTDZ1aiVsTbbXyVQIATvVpw,164,2229,222320,51,17,Sports,high,low,medium,2
UCTELOYSiRIY-7JqRQw-8gMg,23785,316127,31287353,243,26,Howto & Style,high,low,high,1
UCTFz3noLGUS4vsuJvObRtuw,4835,49153,1958956,50,24,Entertainment,medium,low,medium,3
UCTGJxjND9ZF-e6MFVfAGeIQ,43,6483,258288,207,28,Science & Technology,low,low,medium,3
UCTGpf7AofE_uvgZriSlmPJQ,10451,75221,16105339,119,26,Howto & Style,high,low,medium,1
UCTH7dcyS_MB-RFWHoL8jVFg,52785,388195,81532995,36,26,Howto & Style,high,low,high,1
UCTHbahRpFT_qowaPuFSKbLQ,7533,16157,348932,76,22,People & Blogs,low,low,medium,1
UCTKO6U5PnpV-AtAwSrQkuBA,51,3688,392827,1046,25,News & Politics,high,medium,medium,3
UCTKhJFj5x_xEDrUSG9f7ilQ,1056,8624,333600,130,22,People & Blogs,low,low,medium,1
UCTKlEH9NsGdJT_sY9Il2duQ,572,33893,8273384,361,24,Entertainment,medium,low,medium,3
UCTLK87m5jlQqdy_cuGjkREw,9618,36117,7198557,831,24,Entertainment,medium,low,medium,13
UCTNGriST9QiYzuvhmoIlH-g,910,5905,439995,227,22,People & Blogs,low,low,medium,51
UCTNsIn-oB5q0UqJsRoLyRaw,10023,130930,17228802,804,24,Entertainment,high,low,high,3
UCTPLCItd1K0HNDbTpG6hcaQ,4360,40829,8349262,143,10,Music,medium,low,medium,17
UCTT56xjIs6NqDhFNkYrRpvA,687,5226,674279,185,28,Science & Technology,low,low,medium,12
UCTUQYIGhy_uCEEEgURnLtyA,2036,54452,5307010,308,27,Education,medium,low,medium,5
UCTUpVckPmOqn8N1VoKfo_yg,16291,15688,1068765,13,22,People & Blogs,medium,low,medium,1
UCTWAjZWT796glWBqpDegWrg,503,3512,158446,75,27,Education,high,low,medium,1
UCTX9ksYk8VGBcCYEsF-W91g,18644,44904,6781694,84,15,Pets & Animals,medium,low,medium,1
UCTXoitMnml5ViuIHY73qfpw,16111,162901,9302064,634,26,Howto & Style,medium,low,high,28
UCTXsIo5BSAQefDtHRoxaAkA,42019,448143,19821378,608,28,Science & Technology,high,low,high,29
UCTY78J5oKtfxIYn3eMvfS9Q,13,2407,101009,38,27,Education,high,low,medium,1
UCTYIttRKtcX1cJJoPSFHuIQ,1017,4220,205240,504,20,Gaming,low,low,medium,1
UCTYT0icw4HBemQXvZugpOlg,23173,1701,43250,18,25,News & Politics,high,low,medium,1
UCTYkYwMwp1z_WDa7b8LZrSw,61216,252142,61554650,128,24,Entertainment,high,low,high,2
UCTYz70LtlvpBZRTSLfz2izg,1176,19299,3602638,2779,25,News & Politics,medium,medium,medium,1
UCTZwNVSp3MQqEzpeksa0tAg,-8,4568,9624,26,24,Entertainment,low,low,medium,1
UCTcJsKaqxhUbgW7AYWc1-YA,791,13738,3410577,42,10,Music,medium,low,medium,1
UCTctIX3s5PWGsCJarfxfNWA,469,3513,1712672,137,24,Entertainment,high,low,medium,66
UCTd9NIX_yPJQuNvdftSRp7A,3,1435,1135,2,10,Music,medium,low,medium,1
UCTdnkOQgptCxo9hKW0oBMfw,55422,503476,20020835,30,24,Entertainment,high,low,high,7
UCTeT_8SvMM-LQufEhXWXHBw,19651,297831,21116306,27,24,Entertainment,high,low,high,1
UCTefVDwXyIvGodIFf6aO-2w,37890,241568,48155637,46,23,Comedy,high,low,high,1
UCTf151kr2X9GpqyeZMAhHWg,9052,85050,18270394,169,22,People & Blogs,high,low,medium,1
UCTfpnAugKzJcjHfBZmKIccg,2115,37500,8308773,157,27,Education,medium,low,medium,3
UCTggxFjQAWA-P3ab5-nUF9w,1026,31925,27909019,586,26,Howto & Style,high,low,medium,3
UCTgkim-OFg79yjO8X-CHsng,385,11107,3589318,11,22,People & Blogs,medium,low,medium,2
UCThqVMCJv4l7n-7IVMD16bw,163,1626,429517,101,28,Science & Technology,high,low,medium,3
UCTi6nW1wPtae6ZKBOO5roBQ,895,7578,1080287,365,22,People & Blogs,medium,low,medium,1
UCTizcOvAv33joHacjiKIWEA,505,3930,137157,48,27,Education,high,low,medium,12
UCTkUdfhZiIpOT5wA3M1oUMQ,253,32312,830822,170,22,People & Blogs,low,low,medium,33
UCTmRaSqoF7rD4IO6wync7SQ,103,3939,163039,72,24,Entertainment,high,low,medium,1
UCTmp_xQhLeHRlJJY2QW_bkA,118,2029,141386,48,22,People & Blogs,high,low,medium,1
UCTo0WaAO-tRYTK5jBXoQyHA,227,2388,286687,74,22,People & Blogs,high,low,medium,6
UCToLieyPOKv1ySAzqLViysw,-671,99631,2833015,24,10,Music,medium,low,medium,1
UCTowuKFTOu8_EwCtGl2oVqw,3609,84264,34711435,886,2,Autos & Vehicles,high,low,medium,9
UCTpQlzu2WWEOBB-g8uMO-Ew,12424,171550,4178355,25,24,Entertainment,medium,low,high,1
UCTpauKrH5O32oTlQl89vyoA,4661,8270,1936758,747,25,News & Politics,medium,low,medium,160
UCTsMY-QMvin6mmruKe66UVw,7009,5096,1278593,181,26,Howto & Style,medium,low,medium,8
UCTt0dxk4vmunB9oyAc3txFQ,3111,5232,881477,38,10,Music,low,low,medium,1
UCbTA1XUcNrqkbmsPc4dre3w,245,23924,3482560,153,26,Howto & Style,medium,low,medium,4
UCbWGeKfxYKnOVoFURb53nEw,2674,39488,1461759,159,27,Education,medium,low,medium,3
UCbYb3CJPP35UviwnZshkR3A,42002,100337,24049293,614,22,People & Blogs,high,low,high,1
UCbYxT2L1qFapgEHyqmruzXg,19675,246349,6985172,175,27,Education,medium,low,high,1
UCb_XvjSD8v64VnO4eKWsYPA,695,13050,2035636,10032,25,News & Politics,medium,high,medium,176
UCbamP-1l-SSZZ60Ki-RbT_Q,155,3454,483060,473,27,Education,high,low,medium,6
UCbd0rUBBd_YLBRUs1og8Epw,1597,25888,9130351,182,22,People & Blogs,medium,low,medium,1
UCbduSeGZqSoxfhCeCJW4ECg,963,6719,2427341,42,24,Entertainment,medium,low,medium,1
UCbelqK2mDKCCj_QhlWaOkqg,20545,59399,6925890,100,28,Science & Technology,medium,low,medium,30
UCbff3pxSM-LDQHlcSxBVt8Q,1600,31241,2535217,14,1,Film & Animation,medium,low,medium,1
UCbgciSEvf6pbVQpYuy4jTPw,15130,7352,1140122,60,28,Science & Technology,medium,low,medium,1
UCbh5d7eYrNu_N2zXYigEJjw,14374,77419,1415783,89,27,Education,medium,low,medium,9
UCbj1vy9dbp1_P5Hj9O5PGPg,1216,8490,1910228,139,24,Entertainment,medium,low,medium,2
UCbjozK_PYCTLEluFlrJ8UZg,15220,350512,74258387,9250,27,Education,high,medium,high,1
UCbl3TYbU0unc_5dx8VlZ40Q,2542,22284,1920696,41,24,Entertainment,medium,low,medium,3
UCblb-519jIlIxreB_paioXQ,773,3020,94475,33,22,People & Blogs,high,low,medium,3
UCblr0Rpk684n3JhqFBR03Lw,15,8235,2381821,18,10,Music,medium,low,medium,1
UCbmiWYFl0wMEeqBCnnSYyLw,1298,51871,24841016,548,1,Film & Animation,high,low,medium,3
UCbmu9wfzxKls40WkCzvqtRA,247307,3849951,253804709,83,23,Comedy,high,low,high,14
UCbnM9Ll4hMA0Y6TK_wxnZdg,8748,55265,1248397,88,27,Education,medium,low,medium,3
UCbo9-hXcpBBhgniT1hF6z9Q,2819,29434,3495931,874,22,People & Blogs,medium,low,medium,27
UCboN-aVGKb2JtGoV2x9npew,3762,106560,3548814,377,27,Education,medium,low,high,3
UCbpkGw5TsGT2ViRDFz0shVA,17029,263976,79012249,345,22,People & Blogs,high,low,high,6
UCbq4Mx_tpeiIjgInOd6heqw,21,6207,575542,48,25,News & Politics,low,low,medium,2
UCbq6QPEh6b-qw_PlgPLD_dQ,36803,216210,54666188,595,26,Howto & Style,high,low,high,223
UCbquprFpBU4a7LlKmc6kdwg,6274,15805,2389521,81,1,Film & Animation,medium,low,medium,1
UCbr4U1G3jIXITcPHJKWJ4og,12913,7489,775127,178,24,Entertainment,low,low,medium,2
UCbrSUKx1MFaLNhKXy7opCOA,94890,187966,6995117,247,10,Music,medium,low,high,1
UCbt1DAkkCfIMshASbRp64Uw,18317,92298,6358218,238,28,Science & Technology,medium,low,medium,33
UCbtpdpq_0NAhEf6e8E2rSZA,872,10273,1288119,3318,24,Entertainment,medium,medium,medium,30
UCbvXRToPkIttf50ZcDpVVVg,42917,227769,97701825,3585,24,Entertainment,high,medium,high,115
UCbvm5nHw30ppDTt1PLtQ5uw,14590,72519,5944031,100,26,Howto & Style,medium,low,medium,1
UCbwXnUipZsLfUckBPsC7Jog,17421,95082,7658840,877,27,Education,medium,low,medium,1
UCby_Nk5JUhpOeqmHfPK1BXg,458,30794,1327131,157,27,Education,medium,low,medium,9
UCc-BhgC-q96bshznc_uMnYw,189,6320,5395770,2770,10,Music,medium,medium,medium,1
UCc022G6qsq4QV6e0-kzM5zg,201,3060,194302,428,27,Education,high,low,medium,57
UCc1-ncDA14jKKz1f40J72kg,3834,406407,11855957,616,24,Entertainment,high,low,high,40
UCc27OuGGmuo1TpJcFEPU_hw,8734,11748,1867381,4,22,People & Blogs,medium,low,medium,2
UCc2sKb-7-W8Ly2bmGwDSePw,4072,9922,1078295,40,24,Entertainment,medium,low,medium,6
UCc3TyfTlBeKeCdpORdZA8gw,1728,14625,5901861,319,24,Entertainment,medium,low,medium,16
UCc4Yn1m1Hd6SoVNRSNHHD9g,22354,122928,8766441,39,23,Comedy,medium,low,high,1
UCc5lIqHp6QlcoQzjvcqh1Bg,5746,25891,3790731,178,22,People & Blogs,medium,low,medium,2
UCc5ydnL40yhOau8H_he_SGQ,335,1701,386177,65,24,Entertainment,high,low,medium,5
UCc6buqOcv0eaJUrwbtSZSmA,2311,39502,4864679,400,22,People & Blogs,medium,low,medium,2
UCc6qMNmtb2XON2ScgHXlOaw,332,11679,965299,45,22,People & Blogs,low,low,medium,3
UCcAC9bMxyoONQuXtIKZvxNQ,757,8642,1980000,104,22,People & Blogs,medium,low,medium,2
UCcAPKV8X6BKbRICiWpkjDsA,91,7814,1617112,189,23,Comedy,medium,low,medium,4
UCcC1tHm1LDMLAzpeCX8AwZA,2569,2619,117822,24,28,Science & Technology,high,low,medium,1
UCcCQypTPAqbzdemSwIrG8Mw,58,6550,2855815,656,26,Howto & Style,medium,low,medium,1
UCcF7rQL_Ojzhf_mA2yX-Pcg,231,5569,995150,211,10,Music,low,low,medium,1
UCPC5TJWt0zA6od8sr2mIUww,7496,23584,1584129,96,10,Music,medium,low,medium,2
UCPFss60OoBgAXI3kfIJx8Ig,83,6684,593817,375,10,Music,low,low,medium,3
UCPHCPly5qYiE2AVrSPk2faQ,21,2044,448222,32,17,Sports,high,low,medium,1
UCPJ79zw0s7gkGy4Klcec5Eg,16683,317086,48489379,202,19,Travel & Events,high,low,high,67
UCPK4dQJQOmF-uvCjkQURygA,653,1537,90189,103,20,Gaming,high,low,medium,82
UCPKdpMx8EPhSmYuBuMGKzMA,414,2749,496375,84,10,Music,high,low,medium,16
UCPL1h_YUTPw2tnRaVMo0-ZA,6364,74098,9849926,117,22,People & Blogs,medium,low,medium,1
UCPLv6eXxfKSRvmvgjTnpjkQ,2552,28384,4809216,216,28,Science & Technology,medium,low,medium,16
UCPMqs8vxEwbie26nFA3ykAw,614162,5664092,380250893,1052,27,Education,high,medium,high,134
UCPPIsrNlEkaFQBk-4uNkOaw,143145,1773919,310546700,948,22,People & Blogs,high,low,high,114
UCPPpGZoeifYu4AVoCnQKrWA,13467,174087,42236276,928,10,Music,high,low,high,72
UCPQ0NMVrX5oCJ2DLsiyc2YA,65,17122,8581637,292,24,Entertainment,medium,low,medium,1
UCPQ2jo8af4RZ2r6ELJBq3xQ,93,1524,398186,858,25,News & Politics,high,low,medium,4
UCPSg5U-D-WNGEJWLge5h27w,-3816,3907,811924,143,10,Music,high,low,medium,7
UCPSnSVFniZJqkpfJy76uyNA,64526,1124827,189335404,2496,23,Comedy,high,medium,high,159
UCPU760At65gU802l2wVBvmw,12,1955,93035,25,23,Comedy,high,low,medium,1
UCPWL3z6XaX_Goervw0UyZpg,45493,431975,114592974,12635,24,Entertainment,high,high,high,2
UCPWoedlFayBzC_AI25H0OWw,63174,276727,61507318,2130,24,Entertainment,high,medium,high,271
UCPXM1s5WGdX_mFJzxzuw7eQ,1006,30860,10086910,1635,24,Entertainment,high,medium,medium,9
UCPXXsdArLBj8af6LuHqc0eQ,14796,34337,6805898,307,24,Entertainment,medium,low,medium,2
UCPZGlij1M_skse838V7O5iw,1803,20822,1383464,90,27,Education,medium,low,medium,1
UCP_fCvYdM4c6_pJoHXnAGIg,41672,571647,61355797,685,27,Education,high,low,high,15
UCPaUDKqnAoKj8c_I1h0TJcA,1303,38990,5930973,64,24,Entertainment,medium,low,medium,3
UCPbn7SfHy_lISHCjblWv0sw,526,13320,2394495,53,28,Science & Technology,medium,low,medium,1
UCPdY_wN8ZU8qs7DNrLb9z8w,55126,721427,182995668,2306,24,Entertainment,high,medium,high,6
UCPe6rZ2zhPoFEM5LJvmheSg,252,2567,556931,371,1,Film & Animation,high,low,medium,1
UCPfkFNMmGgoKv2e_8dFBGFg,1995,20050,5552022,222,22,People & Blogs,medium,low,medium,1
UCPg8GX7REfyGWwgzLYu_4kg,870,9549,2717885,338,17,Sports,medium,low,medium,1
UCPhe21w3u3wGU7NA2WBzL1A,18252,26633,3077375,108,24,Entertainment,medium,low,medium,4
UCPijgQAinJ9P9WkQhNjeDCw,862,82389,19364653,57,10,Music,high,low,medium,2
UCPimA2BZTjX6eylP0iCWCGg,6613,12170,1877149,310,10,Music,medium,low,medium,5
UCPaJ5g6yjeWb13sZCVDFgHg,33359,893993,378730400,37967,24,Entertainment,high,high,high,183
UCPagjVLAnMI3DCC-pIOHclw,16324,214419,28478620,96,24,Entertainment,high,low,high,5
UCPamPHH7S9UvbOtlVCXzpIg,348,1764,80291,55,26,Howto & Style,high,low,medium,2
UCPcynnZcILjm0e2aaaTuCjw,636877,6095783,1159107056,117,24,Entertainment,high,low,high,3
UCPe-NniCuKCQzHt0-3rMFvQ,122,4021,700186,35,28,Science & Technology,low,low,medium,2
UCPf67c3vUrFlNOERwjHyR2w,2943,16339,517265,40,1,Film & Animation,low,low,medium,5
UCPgDMEYAFLaZdScnUQRBffw,1814,9687,970148,122,22,People & Blogs,low,low,medium,5
UCPgq2Ede0_FYSjJziWdZqNA,233,11095,2064051,6,10,Music,medium,low,medium,1
UCPnMLHb34_wqNdR3b0EW1Hw,39564,42356,7348073,394,24,Entertainment,medium,low,medium,1
UCPq8_dG0DI0Zh_TfiSdgVzA,3760,26328,3842006,8,23,Comedy,medium,low,medium,1
UCPqYVHrwnjS2nZ3KAdFfUyA,85,1686,69254,20,10,Music,high,low,medium,1
UCPs8w9f1gqe4BqkbI-9wTnw,1344,9156,282329,133,27,Education,low,low,medium,1
UCPtA6YrZis6QScKTLRrniLg,14680,1793,154230,290,25,News & Politics,high,low,medium,67
UCPtPyb4VvaNqjkbL_tSVFVA,11594,192798,15012534,23,24,Entertainment,high,low,high,4
UCPx-kQDtVbSZd2IfohLaKQQ,1824,17054,2696137,198,28,Science & Technology,medium,low,medium,1
UCPzDoraqPsAkLPAGpiX2V9A,46855,328663,31846707,1172,27,Education,high,medium,high,5
UCTtAOWmLr0e-EOTsx-gYDzA,27025,542058,54898551,193,24,Entertainment,high,low,high,3
UCTueGHR42-9TH0Z-PYMxOFg,485,9608,736995,140,26,Howto & Style,low,low,medium,1
UCTuhzif33D_Dcbgzrri0wQA,0,496637,66226019,821,22,People & Blogs,high,low,high,2
UCTuwaCov4OvZX729kvqDwig,2482,36147,1915516,78,27,Education,medium,low,medium,1
UCTw52rM6Om0z-Htl2azWtfw,399,3094,455794,88,10,Music,high,low,medium,3
UCTwAs6eZ9YS-8fua58R--Fw,721,7152,733876,168,22,People & Blogs,low,low,medium,1
UCTwSe7GFEmxv_YRUOD4idcg,235,5637,3312149,125,20,Gaming,medium,low,medium,2
UCTyrbA1nYiRV8R1T48cnoHw,1341,14093,7486213,206,26,Howto & Style,medium,low,medium,9
UCTz52Ejh_iYWuV-BnYpTFtw,35426,491448,38324811,308,10,Music,high,low,high,10
UCTzjnbxgPIHYD0_qDBvNOSQ,21721,201786,27097015,28,10,Music,high,low,high,9
UCU-5q759IRWHWgpiplNky0w,1553,28361,5771407,72,17,Sports,medium,low,medium,9
UCU0PnZqMDQ0uvwacGzCX3NA,162218,1414830,806007250,3899,24,Entertainment,high,medium,high,3
UCU1K6P1M8hq-TBnDlHQtO7A,12613,322605,36144829,114,28,Science & Technology,high,low,high,1
UCU21LK72bdfGGcZt6uc9gbw,6522,15778,634268,28,27,Education,low,low,medium,6
UCU2FDfBEnO--A6Dx-L-pefw,4523,54209,2447515,438,28,Science & Technology,medium,low,medium,27
UCU3Wl7WZ7toycICkkL4BvqA,103,3491,357558,97,26,Howto & Style,high,low,medium,4
UCU4UbIg7oVVaknpk6rpnYvw,5320,55589,8660521,767,27,Education,medium,low,medium,51
UCU5pQWmxvxqRP5u-SdoV8rQ,148731,4279730,2685407680,19940,24,Entertainment,high,high,high,21
UCU5xrRjTrN9wQE0V8u9GouA,22,17469,6968117,189,22,People & Blogs,medium,low,medium,1
UCU7VINY3rUK38yQdeKo8CSQ,18555,244139,112393370,216,24,Entertainment,high,low,high,1
UCU7WQpRnaoegkLPN57lZBjQ,3668,39589,7085095,2646,24,Entertainment,medium,medium,medium,49
UCU7k1XrP24uQlcDPdRP2abw,10757,69121,16516783,3162,24,Entertainment,high,medium,medium,11
UCU7ywSN01vJb6r11UWIiyzw,76428,1496236,574724923,29673,25,News & Politics,high,high,high,116
UCU9X8evGAdB_ffE0btMOxTQ,16594,372248,28559626,49,22,People & Blogs,high,low,high,3
UCU9xnPRoH0ZC1jG_YC22hWA,42848,79146,5940628,24,23,Comedy,medium,low,medium,2
UCUAX-vkqwif3a4c1M4ZS89Q,9669,150287,44143701,1217,22,People & Blogs,high,medium,high,2
UCUBIoaYtssJMnp5WiN9WF-g,12113,78850,7865540,250,24,Entertainment,medium,low,medium,1
UCUBZRO2PDBzW8pJQP2QoCPw,539,7124,2423674,92,24,Entertainment,medium,low,medium,1
UCUDf7h4hV1g6Qrvjt4NdrNw,16361,928287,148005277,87,24,Entertainment,high,low,high,3
UCUEmKlMg1CThJXtASQgr_vg,71,1713,231565,141,22,People & Blogs,high,low,medium,1
UCUEyVYuXN8U-z5HiucfvH3A,3644,30514,1145584,142,26,Howto & Style,medium,low,medium,11
UCUGP8u2jjUbHUgKADhmt_Sw,63564,97493,2624475,1525,27,Education,medium,medium,medium,2
UCUI9vm69ZbAqRK3q3vKLWCQ,7473,73342,21844657,10353,25,News & Politics,high,high,medium,62
UCUIV6Al4zbv27A6anMVQjpQ,19,3524,221486,138,24,Entertainment,high,low,medium,2
UCUIdBTp_EyTMHR3SYtRoDRQ,537,9649,1897821,43,22,People & Blogs,medium,low,medium,1
UCUIuzJK-54xtOh0Z6axM_zQ,12464,72147,10187177,383,10,Music,high,low,medium,167
UCUMccND2H_CVS0dMZKCPCXA,49032,558407,29916326,232,27,Education,high,low,high,38
UCUMeSoGRHGRK_QrsPBrsOxg,460,2144,206894,91,22,People & Blogs,high,low,medium,2
UCUNKYBhbqUsP10nMRQWs9Ow,1464,4230,188494,137,22,People & Blogs,low,low,medium,13
UCUNjWvu4ifdUw6uFQuxDPOA,181,4536,632473,119,10,Music,low,low,medium,15
UCUNqOyu7gjlsoRqj7kFsP9g,158,2415,34757,528,20,Gaming,high,low,medium,2
UCUO74q0Mu2-ddC_ZIYTGnyQ,21623,287327,176038275,810,10,Music,high,low,high,3
UCUPD0jQo-EP0B1Nf4uzeIMA,344514,4108220,3394933405,30582,24,Entertainment,high,high,high,260
UCUPEdUs47kVIySQQ6O8FdLA,190,7765,862819,49,10,Music,low,low,medium,3
UCUPNqu42MiUDfl6Gyk2j6-w,2920,23841,2374180,9,10,Music,medium,low,medium,1
UCUQdCZqAGIY9lWUpxfKSRmA,-3,1880,118887,22,24,Entertainment,high,low,medium,6
UCUQg_UBQfVjptn7Wqcgzz-w,42516,461903,43152451,13,10,Music,high,low,high,2
UCUQyNb_3raopaa0i6G1odRQ,254,13391,4094526,33,19,Travel & Events,medium,low,medium,18
UCURRxT6WZIe4Dexmjf9Hvwg,4556,3524,440991,199,10,Music,high,low,medium,1
UCUS3ZC6c38zSZp7jn6t-bVg,5262,41736,3215300,24,26,Howto & Style,medium,low,medium,5
UCUSuyQrr0ySg5Hxy78ZemQA,811,1544,360979,165,10,Music,high,low,medium,1
UCUTlgKrzGsIaYR-Hp0RplxQ,880,15679,1301518,66,27,Education,medium,low,medium,11
UCUUIlHL74sbHm5uiFIo_tyg,19319,249507,79174205,2144,24,Entertainment,high,medium,high,40
UCUVQB0xI6Ty1Vy7HJjrzUbQ,8396,88127,1648778,23,27,Education,medium,low,medium,2
UCUXnjRd1I_CMKWG25oDnskA,9845,91974,3719180,345,26,Howto & Style,medium,low,medium,63
UCU_Dzyqehuz3pVbZrOqOT3A,37124,183412,35251658,10301,22,People & Blogs,high,high,high,2
UCU_vW91ln4sBv-cfA9XsBSw,16432,360819,60078947,2709,24,Entertainment,high,medium,high,1
UCUb7vVbk_w7uUyjDvGRZE-w,998,33736,8678058,6,10,Music,medium,low,medium,1
UCUbOhcyLgbZHx3lmcUnglcQ,12838,125845,14601265,441,24,Entertainment,high,low,high,48
UCUbhtpmudp_9vfmytdcD3lQ,20156,1436,31890,22,22,People & Blogs,high,low,medium,1
UCUcDjNyAYSImi6V6lwnk0sQ,14021,67471,17746665,81,10,Music,high,low,medium,1
UCUcyEsEjhPEDf69RRVhRh4A,17357,984570,162541803,664,27,Education,high,low,high,1
UCUe_vghVf5dKlbzuPlWUDZQ,22019,110535,8553233,110,22,People & Blogs,medium,low,high,2
UCUgMTHhwjgC-ojvzsf_TN3g,54,10160,1211654,24,10,Music,medium,low,medium,11
UCUgUjyt6jcyxfM4FCmxZcgw,12184,120037,7274886,513,27,Education,medium,low,high,11
UCcFW7ClO9rinOy5fVatVRFA,2280,11063,1625912,67,10,Music,medium,low,medium,1
UCcFylebqoSfb4TcgHwOziOA,-22017,22074,3825624,313,10,Music,medium,low,medium,1
UCcGcC0DCDXyqSPdpskY99CQ,91716,546953,74223160,142,24,Entertainment,high,low,high,15
UCcGjF-pB4bV5vgaqahJ1qpg,2381,30539,4285011,72,10,Music,medium,low,medium,3
UCcHMRQ1wvChjxNHOvcVONVw,7862,96041,17759807,92,24,Entertainment,high,low,medium,10
UCcK8vBgNFhkHhc0WwepP-SA,2578,13055,744930,149,20,Gaming,low,low,medium,2
UCcKYZNaqxFlTK5W2dqh-i6A,3030,49117,886842,369,28,Science & Technology,low,low,medium,1
UCcLPuzZ2uZkTt5xP6Q3YZEg,113,6068,3228327,11,1,Film & Animation,medium,low,medium,2
UCcQwdar_MUv2aWipEoMDStw,6752,12695,795275,518,27,Education,low,low,medium,3
UCcT0H7QqVo3RR3Moh-TezrA,9488,27649,1318992,80,22,People & Blogs,medium,low,medium,1
UCcV-ikmgmTRZqx8gmKQj9Lw,202,1824,202020,14,1,Film & Animation,high,low,medium,1
UCcVR-NAKNOSx6HZMW0FCi5w,54675,21123,1416407,8,2,Autos & Vehicles,medium,low,medium,3
UCcVmmzKYMyhXrrXT5B2r0pA,4217,30312,2801395,31,10,Music,medium,low,medium,2
UCcXWOPM-a80FQtuI46PL4Ag,2272,20651,4752098,1443,24,Entertainment,medium,medium,medium,1
UCcXbbHlV-jSuJ_9_GQzMrOg,179,2798,987964,657,27,Education,high,low,medium,61
UCcXis60239pmxyg-YOZkqeg,34950,198393,103179196,1665,1,Film & Animation,high,medium,high,51
UCcY2z0X_WTSfsQR1gj1_rYA,41284,573345,33870725,749,20,Gaming,high,low,high,1
UCcYrxQR-w4koXM7PNQpvZRg,398,1919,84737,112,26,Howto & Style,high,low,medium,1
UCcYzLCs3zrQIBVHYA1sK2sw,195200,2217443,267529075,1355,26,Howto & Style,high,medium,high,24
UCc_En2qsBu0pi3YPV_6Rxzg,-111,74180,14422612,60,22,People & Blogs,high,low,medium,1
UCc_dWFNWvSz39OnizXludmQ,1128,22670,9167615,52,1,Film & Animation,medium,low,medium,7
UCcakY0Zw46KNGOnA6rPP-EA,162300,1539293,119016425,171,26,Howto & Style,high,low,high,1
UCcbCOCo2JeLRK48puKro1pQ,12081,96986,8942866,9375,25,News & Politics,medium,medium,medium,197
UCcbXbg2HNvLUdJ_HusZrzSw,4033,57880,4079544,42,27,Education,medium,low,medium,1
UCcbZdFD5viGMiXd79OPNV8g,73254,542908,44048256,574,27,Education,high,low,high,9
UCcbcw-hDFWM_xAlTSDnaQog,174054,808903,260325181,511,10,Music,high,low,high,2
UCcc5erlcGkmXM4Mlk7DgeBQ,15186,178590,9134541,163,27,Education,medium,low,high,3
UCccFzRiZiwuDBGqSLbfoJfg,5836,69634,16288513,303,10,Music,high,low,medium,9
UCccrWxQQ9UaKCMUNqTTli2Q,2306,31320,1298365,204,25,News & Politics,medium,low,medium,2
UCccxpo_wGNp_2qJarlI_KHw,19554,327890,124457437,1655,24,Entertainment,high,medium,high,2
UCcdCMzwxpy5XmslZQCfujwQ,12930,76458,2599703,10,23,Comedy,medium,low,medium,8
UCceOGXXvSAw5kfAnC8ZSqGg,2259,44191,4637586,122,24,Entertainment,medium,low,medium,1
UCcfpUHeMLU2VSEK_t68ETJQ,1890,38878,1576453,1,22,People & Blogs,medium,low,medium,2
UCcg-AVO3kJYE0YDT4ANwxSw,640,7693,276812,34,22,People & Blogs,low,low,medium,1
UCcg6IqUp91qn8bjUpFF1UWQ,869,10542,1258784,219,25,News & Politics,medium,low,medium,1
UCcgBNWuHaU4n2OtpppAdQZA,2315,12137,475620,763,22,People & Blogs,low,low,medium,1
UCchALTNaHkgsb1ud4t_gRNw,170,2170,430312,392,1,Film & Animation,high,low,medium,61
UCci0dgYE7TxkjVmILY4mSfQ,242163,2021807,810683364,6765,24,Entertainment,high,medium,high,5
UCcimFup5eFEmPl2Mx4WP1Aw,6518,78651,5227496,59,26,Howto & Style,medium,low,medium,6
UCcjwEAaBGu1yc89QE3DC1Tw,19315,461324,96764612,1175,26,Howto & Style,high,medium,high,4
